ano,home_team,away_team,home_score,away_score
2018,Ceará - CE,Santos - SP,1,1
2018,Bahia - BA,Internacional - RS,0,1
2018,Paraná - PR,São Paulo - SP,1,1
2018,Palmeiras - SP,Botafogo - RJ,2,0
2018,Sport - PE,América - MG,0,2
2018,Grêmio - RS,Cruzeiro - MG,1,1
2018,Fluminense - RJ,Corinthians - SP,1,0
2018,Flamengo - RJ,Vitória - BA,1,0
2018,Atlético - MG,Vasco da Gama - RJ,0,0
2018,Chapecoense - SC,Atlético - PR,2,1
2018,Santos - SP,Bahia - BA,2,0 
2018,Atlético - PR,Grêmio - RS,2,1 
2018,Corinthians - SP,Paraná - PR,1,0 
2018,Cruzeiro - MG,Fluminense - RJ,2,1
2018,Botafogo - RJ,Sport - PE,2,0
2018,São Paulo - SP,Ceará - CE,1,0
2018,América - MG,Flamengo - RJ,2,2
2018,Vitória - BA,Atlético - MG,1,0 
2018,Internacional - RS,Palmeiras - SP,0,0 
2018,Vasco da Gama - RJ,Chapecoense - SC,3,1
2018,Vitória - BA,América - MG,1,0
2018,Grêmio - RS,Botafogo - RJ,4,0
2018,Vasco da Gama - RJ,Santos - SP,0,3
2018,Corinthians - SP,Atlético - MG,1,1
2018,Flamengo - RJ,Ceará - CE,1,1
2018,Atlético - PR,Bahia - BA,2,0
2018,São Paulo - SP,Fluminense - RJ,1,1
2018,Sport - PE,Paraná - PR,1,0
2018,Cruzeiro - MG,Internacional - RS,0,0
2018,Chapecoense - SC,Palmeiras - SP,1,2
2018,Bahia - BA,Sport - PE,2,0
2018,Botafogo - RJ,Cruzeiro - MG,1,1
2018,Ceará - CE,Corinthians - SP,2,1
2018,Paraná - PR,Chapecoense - SC,1,1
2018,Palmeiras - SP,Atlético - PR,2,0
2018,Atlético - MG,São Paulo - SP,1,0
2018,Internacional - RS,Flamengo - RJ,2,1
2018,Fluminense - RJ,Vitória - BA,0,0
2018,Santos - SP,Grêmio - RS,0,0
2018,América - MG,Vasco da Gama - RJ,2,1
2018,Sport - PE,Cruzeiro - MG,0,0
2018,São Paulo - SP,Bahia - BA,1,0
2018,Flamengo - RJ,Chapecoense - SC,2,0
2018,América - MG,Ceará - CE,0,0
2018,Fluminense - RJ,Botafogo - RJ,1,0 
2018,Palmeiras - SP,Corinthians - SP,1,0 
2018,Internacional - RS,Grêmio - RS,1,0
2018,Paraná - PR,Santos - SP,0,2
2018,Vitória - BA,Vasco da Gama - RJ,1,0
2018,Atlético - MG,Atlético - PR,3,1
2018,Ceará - CE,Vitória - BA,2,0
2018,Grêmio - RS,Paraná - PR,2,0
2018,Vasco da Gama - RJ,Flamengo - RJ,1,1
2018,Botafogo - RJ,América - MG,1,0
2018,Cruzeiro - MG,Atlético - MG,0,0
2018,Atlético - PR,Fluminense - RJ,3,1
2018,Bahia - BA,Palmeiras - SP,1,1
2018,Santos - SP,São Paulo - SP,0,0
2018,Corinthians - SP,Sport - PE,2,1
2018,Chapecoense - SC,Internacional - RS,2,1
2018,São Paulo - SP,América - MG,1,1
2018,Grêmio - RS,Ceará - CE,3,2
2018,Atlético - PR,Paraná - PR,3,0
2018,Flamengo - RJ,Atlético - MG,2,1
2018,Corinthians - SP,Internacional - RS,1,1
2018,Vitória - BA,Botafogo - RJ,3,4
2018,Sport - PE,Palmeiras - SP,0,1
2018,Cruzeiro - MG,Santos - SP,2,1
2018,Chapecoense - SC,Fluminense - RJ,1,2
2018,Vasco da Gama - RJ,Bahia - BA,2,1
2018,Fluminense - RJ,Grêmio - RS,0,1
2018,América - MG,Corinthians - SP,0,0
2018,Bahia - BA,Flamengo - RJ,0,0
2018,Palmeiras - SP,Cruzeiro - MG,3,1
2018,Atlético - MG,Sport - PE,5,2
2018,Botafogo - RJ,São Paulo - SP,2,2
2018,Santos - SP,Atlético - PR,1,0
2018,Internacional - RS,Vitória - BA,2,1
2018,Ceará - CE,Chapecoense - SC,3,1
2018,Paraná - PR,Vasco da Gama - RJ,1,1
2018,Cruzeiro - MG,Ceará - CE,0,2
2018,Sport - PE,Internacional - RS,2,1
2018,Corinthians - SP,Flamengo - RJ,0,3
2018,Vitória - BA,Santos - SP,0,1
2018,Atlético - PR,América - MG,4,0
2018,Chapecoense - SC,Atlético - MG,1,0
2018,São Paulo - SP,Palmeiras - SP,0,2
2018,Grêmio - RS,Bahia - BA,2,2
2018,Fluminense - RJ,Paraná - PR,4,0
2018,Botafogo - RJ,Vasco da Gama - RJ,1,1
2018,Flamengo - RJ,Fluminense - RJ,3,0
2018,Santos - SP,Corinthians - SP,1,0
2018,Bahia - BA,Paraná - PR,2,0
2018,Chapecoense - SC,Vitória - BA,0,1
2018,Vasco da Gama - RJ,Cruzeiro - MG,2,0
2018,Palmeiras - SP,Grêmio - RS,2,0
2018,Internacional - RS,São Paulo - SP,3,1
2018,Atlético - MG,América - MG,0,0
2018,Atlético - PR,Sport - PE,4,0
2018,Ceará - CE,Botafogo - RJ,0,0
2018,América - MG,Grêmio - RS,1,1
2018,Botafogo - RJ,Bahia - BA,0,1
2018,São Paulo - SP,Atlético - PR,0,0
2018,Sport - PE,Vasco da Gama - RJ,2,1
2018,Vitória - BA,Corinthians - SP,2,2 
2018,Fluminense - RJ,Atlético - MG,1,0
2018,Palmeiras - SP,Ceará - CE,2,1
2018,Cruzeiro - MG,Chapecoense - SC,3,0
2018,Paraná - PR,Flamengo - RJ,0,4
2018,Internacional - RS,Santos - SP,2,2
2018,Vitória - BA,São Paulo - SP,0,1
2018,Vasco da Gama - RJ,Internacional - RS,1,1
2018,Santos - SP,Fluminense - RJ,3,0
2018,Grêmio - RS,Sport - PE,3,4
2018,Corinthians - SP,Bahia - BA,2,1
2018,Flamengo - RJ,Palmeiras - SP,1,1
2018,Chapecoense - SC,América - MG,1,0
2018,Cruzeiro - MG,Paraná - PR,3,1
2018,Atlético - PR,Botafogo - RJ,2,1
2018,Ceará - CE,Atlético - MG,2,1
2018,Atlético - MG,Grêmio - RS,0,1
2018,Fluminense - RJ,Vasco da Gama - RJ,0,1
2018,Palmeiras - SP,Santos - SP,3,2
2018,Paraná - PR,Vitória - BA,1,1
2018,América - MG,Cruzeiro - MG,1,2
2018,Botafogo - RJ,Corinthians - SP,1,0
2018,São Paulo - SP,Flamengo - RJ,2,2
2018,Bahia - BA,Chapecoense - SC,1,0
2018,Internacional - RS,Atlético - PR,2,1
2018,Sport - PE,Ceará - CE,1,0
2018,Corinthians - SP,São Paulo - SP,1,1
2018,Atlético - PR,Cruzeiro - MG,2,0
2018,Botafogo - RJ,Flamengo - RJ,0,2
2018,América - MG,Paraná - PR,1,1
2018,Atlético - MG,Palmeiras - SP,1,1
2018,Vitória - BA,Bahia - BA,2,2
2018,Ceará - CE,Internacional - RS,1,1
2018,Grêmio - RS,Vasco da Gama - RJ,2,1
2018,Fluminense - RJ,Sport - PE,0,0
2018,Santos - SP,Chapecoense - SC,0,1
2018,Vasco da Gama - RJ,Atlético - PR,1,1
2018,Paraná - PR,Atlético - MG,0,1
2018,Bahia - BA,Ceará - CE,2,1
2018,Cruzeiro - MG,Corinthians - SP,1,0 
2018,Sport - PE,Vitória - BA,0,0
2018,Palmeiras - SP,Fluminense - RJ,3,0
2018,Chapecoense - SC,Botafogo - RJ,0,1
2018,Flamengo - RJ,Santos - SP,1,0
2018,São Paulo - SP,Grêmio - RS,1,1
2018,Internacional - RS,América - MG,2,0
2018,Vitória - BA,Atlético - PR,1,2
2018,Corinthians - SP,Vasco da Gama - RJ,1,0
2018,Atlético - MG,Bahia - BA,1,0
2018,Paraná - PR,Palmeiras - SP,1,1
2018,América - MG,Santos - SP,2,1
2018,Botafogo - RJ,Internacional - RS,1,0
2018,Sport - PE,Flamengo - RJ,0,1
2018,São Paulo - SP,Cruzeiro - MG,1,0
2018,Grêmio - RS,Chapecoense - SC,2,0
2018,Fluminense - RJ,Ceará - CE,0,0
2018,Internacional - RS,Atlético - MG,1,2
2018,Santos - SP,Botafogo - RJ,1,1
2018,Cruzeiro - MG,Vitória - BA,3,0
2018,Atlético - PR,Corinthians - SP,1,0
2018,Flamengo - RJ,Grêmio - RS,2,0
2018,Palmeiras - SP,América - MG,4,0
2018,Vasco da Gama - RJ,São Paulo - SP,2,0
2018,Chapecoense - SC,Sport - PE,2,1
2018,Bahia - BA,Fluminense - RJ,2,0
2018,Ceará - CE,Paraná - PR,1,0
2018,Santos - SP,Atlético - MG,3,2
2018,Cruzeiro - MG,Flamengo - RJ,0,2
2018,Atlético - PR,Ceará - CE,2,2 
2018,Vitória - BA,Grêmio - RS,0,0
2018,Vasco da Gama - RJ,Palmeiras - SP,0,1 
2018,América - MG,Bahia - BA,1,0 
2018,Corinthians - SP,Chapecoense - SC,0,0
2018,Internacional - RS,Fluminense - RJ,2,0
2018,Botafogo - RJ,Paraná - PR,2,1
2018,São Paulo - SP,Sport - PE,0,0
2018,Atlético - MG,Botafogo - RJ,1,0
2018,Flamengo - RJ,Atlético - PR,1,2
2018,Paraná - PR,Internacional - RS,1,1
2018,Chapecoense - SC,São Paulo - SP,1,0
2018,Bahia - BA,Cruzeiro - MG,0,0
2018,Fluminense - RJ,América - MG,1,0
2018,Ceará - CE,Vasco da Gama - RJ,0,0
2018,Sport - PE,Santos - SP,2,1
2018,Palmeiras - SP,Vitória - BA,3,2
2018,Grêmio - RS,Corinthians - SP,1,0
2019,Atlético - MG,Avaí - SC,2,1
2019,Chapecoense - SC,Internacional - RS,2,0
2019,Flamengo - RJ,Cruzeiro - MG,3,1
2019,São Paulo - SP,Botafogo - RJ,2,0
2019,Atlético - PR,Vasco da Gama - RJ,4,1
2019,Bahia - BA,Corinthians - SP,3,2
2019,Ceará - CE,CSA,4,0
2019,Fluminense - RJ,Goiás - GO,0,1
2019,Palmeiras - SP,Fortaleza,4,0
2019,Grêmio - RS,Santos - SP,1,2
2019,Avaí - SC,Grêmio - RS,1,1
2019,CSA,Palmeiras - SP,1,1
2019,Vasco da Gama - RJ,Atlético - MG,1,2
2019,Corinthians - SP,Chapecoense - SC,1,0
2019,Cruzeiro - MG,Ceará - CE,1,0
2019,Fortaleza,Atlético - PR,2,1
2019,Internacional - RS,Flamengo - RJ,2,1
2019,Goiás - GO,São Paulo - SP,1,2
2019,Botafogo - RJ,Bahia - BA,3,2
2019,Santos - SP,Fluminense - RJ,2,1
2019,Vasco da Gama - RJ,Corinthians - SP,1,1
2019,Ceará - CE,Atlético - MG,1,2
2019,Palmeiras - SP,Internacional - RS,1,0
2019,Chapecoense - SC,Atlético - PR,1,1
2019,São Paulo - SP,Flamengo - RJ,1,1
2019,CSA,Santos - SP,0,0
2019,Bahia - BA,Avaí - SC,1,0
2019,Botafogo - RJ,Fortaleza,1,0
2019,Cruzeiro - MG,Goiás - GO,2,1
2019,Grêmio - RS,Fluminense - RJ,4,5
2019,Corinthians - SP,Grêmio - RS,0,0
2019,Fluminense - RJ,Botafogo - RJ,0,1
2019,Goiás - GO,Ceará - CE,2,1
2019,Avaí - SC,CSA,0,0
2019,Atlético - PR,Bahia - BA,1,0
2019,Flamengo - RJ,Chapecoense - SC,2,1
2019,Internacional - RS,Cruzeiro - MG,3,1
2019,Atlético - MG,Palmeiras - SP,0,2
2019,Santos - SP,Vasco da Gama - RJ,3,0
2019,Fortaleza,São Paulo - SP,0,1
2019,Atlético - MG,Flamengo - RJ,2,1
2019,Fluminense - RJ,Cruzeiro - MG,4,1
2019,Palmeiras - SP,Santos - SP,4,0
2019,Vasco da Gama - RJ,Avaí - SC,1,1
2019,São Paulo - SP,Bahia - BA,0,0
2019,Ceará - CE,Grêmio - RS,2,1
2019,Atlético - PR,Corinthians - SP,0,2
2019,Chapecoense - SC,Fortaleza,1,3
2019,Goiás - GO,Botafogo - RJ,1,0
2019,Internacional - RS,CSA,2,0
2019,Grêmio - RS,Atlético - MG,1,0
2019,Botafogo - RJ,Palmeiras - SP,0,1
2019,Santos - SP,Internacional - RS,0,0
2019,Fortaleza,Vasco da Gama - RJ,1,1
2019,Bahia - BA,Fluminense - RJ,3,2
2019,Cruzeiro - MG,Chapecoense - SC,1,2
2019,Corinthians - SP,São Paulo - SP,1,0
2019,Flamengo - RJ,Atlético - PR,3,2
2019,Avaí - SC,Ceará - CE,1,2
2019,CSA,Goiás - GO,1,0
2019,Bahia - BA,Grêmio - RS,1,0
2019,Flamengo - RJ,Fortaleza,2,0
2019,São Paulo - SP,Cruzeiro - MG,1,1
2019,Atlético - PR,Fluminense - RJ,3,0
2019,Atlético - MG,CSA,4,0
2019,Botafogo - RJ,Vasco da Gama - RJ,1,0
2019,Internacional - RS,Avaí - SC,2,0
2019,Chapecoense - SC,Palmeiras - SP,1,2
2019,Ceará - CE,Santos - SP,0,1
2019,Vasco da Gama - RJ,Internacional - RS,2,1
2019,Ceará - CE,Bahia - BA,0,0
2019,Cruzeiro - MG,Corinthians - SP,0,0
2019,Avaí - SC,São Paulo - SP,0,0
2019,Grêmio - RS,Fortaleza,1,0
2019,Palmeiras - SP,Atlético - PR,1,0
2019,Fluminense - RJ,Flamengo - RJ,0,0
2019,CSA,Botafogo - RJ,1,2
2019,Santos - SP,Atlético - MG,3,1
2019,Goiás - GO,Chapecoense - SC,3,1
2019,CSA,Flamengo - RJ,0,2
2019,Fortaleza,Cruzeiro - MG,2,1
2019,Botafogo - RJ,Grêmio - RS,0,1
2019,Internacional - RS,Bahia - BA,3,1
2019,Santos - SP,Corinthians - SP,1,0
2019,Chapecoense - SC,Fluminense - RJ,1,1
2019,Atlético - MG,São Paulo - SP,1,1
2019,Goiás - GO,Atlético - PR,2,1
2019,Palmeiras - SP,Avaí - SC,2,0
2019,Vasco da Gama - RJ,Ceará - CE,1,0
2019,São Paulo - SP,Palmeiras - SP,1,1
2019,Fortaleza,Avaí - SC,2,0
2019,Grêmio - RS,Vasco da Gama - RJ,2,1
2019,Bahia - BA,Santos - SP,0,1
2019,Cruzeiro - MG,Botafogo - RJ,0,0
2019,Atlético - PR,Internacional - RS,1,0
2019,Chapecoense - SC,Atlético - MG,1,2
2019,Corinthians - SP,CSA,1,0
2019,Flamengo - RJ,Goiás - GO,6,1
2019,Fluminense - RJ,Ceará - CE,1,1
2019,Bahia - BA,Cruzeiro - MG,0,0
2019,Internacional - RS,Grêmio - RS,1,1
2019,CSA,Atlético - PR,0,4
2019,Ceará - CE,Palmeiras - SP,2,0
2019,Vasco da Gama - RJ,Fluminense - RJ,2,1
2019,Corinthians - SP,Flamengo - RJ,1,1
2019,Atlético - MG,Fortaleza,2,2
2019,Avaí - SC,Goiás - GO,0,0
2019,Botafogo - RJ,Santos - SP,0,1
2019,São Paulo - SP,Chapecoense - SC,4,0
2019,Palmeiras - SP,Vasco da Gama - RJ,1,1
2019,Cruzeiro - MG,Atlético - PR,0,2
2019,Internacional - RS,Ceará - CE,1,0
2019,Fluminense - RJ,São Paulo - SP,1,2
2019,Goiás - GO,Atlético - MG,0,0
2019,Chapecoense - SC,Bahia - BA,0,0
2019,Fortaleza,Corinthians - SP,1,3
2019,Flamengo - RJ,Botafogo - RJ,3,2
2019,Santos - SP,Avaí - SC,3,1
2019,CSA,Grêmio - RS,0,0
2019,Ceará - CE,Fortaleza,2,1
2019,Fluminense - RJ,Internacional - RS,2,1
2019,Vasco da Gama - RJ,CSA,0,0
2019,Corinthians - SP,Palmeiras - SP,1,1
2019,Atlético - MG,Cruzeiro - MG,2,0
2019,Bahia - BA,Flamengo - RJ,3,0
2019,Avaí - SC,Botafogo - RJ,0,2
2019,Santos - SP,Goiás - GO,6,1
2019,Grêmio - RS,Chapecoense - SC,3,3
2019,Corinthians - SP,Goiás - GO,2,0
2019,Atlético - MG,Fluminense - RJ,2,1
2019,Ceará - CE,Chapecoense - SC,4,1
2019,Flamengo - RJ,Grêmio - RS,3,1
2019,São Paulo - SP,Santos - SP,3,2
2019,Palmeiras - SP,Bahia - BA,2,2
2019,Internacional - RS,Corinthians - SP,0,0
2019,Avaí - SC,Cruzeiro - MG,2,2
2019,Botafogo - RJ,Atlético - PR,2,1
2019,Goiás - GO,Vasco da Gama - RJ,0,1
2019,CSA,Fortaleza,0,2
2019,Grêmio - RS,Palmeiras - SP,1,1
2019,Atlético - PR,Atlético - MG,1,0
2019,Corinthians - SP,Botafogo - RJ,2,0
2019,Vasco da Gama - RJ,Flamengo - RJ,1,4
2019,Fortaleza,Internacional - RS,0,1
2019,Bahia - BA,Goiás - GO,1,1
2019,Chapecoense - SC,Avaí - SC,1,0
2019,Cruzeiro - MG,Santos - SP,2,0
2019,Fluminense - RJ,CSA,0,1
2019,São Paulo - SP,Ceará - CE,1,0
2019,Atlético - PR,São Paulo - SP,0,1
2019,Atlético - MG,Bahia - BA,0,1
2019,Grêmio - RS,Atlético - PR,2,1
2019,Avaí - SC,Corinthians - SP,1,1
2019,CSA,Cruzeiro - MG,1,1
2019,Santos - SP,Fortaleza,3,3
2019,Ceará - CE,Flamengo - RJ,0,3
2019,Goiás - GO,Internacional - RS,2,1
2019,Vasco da Gama - RJ,São Paulo - SP,2,0
2019,Botafogo - RJ,Chapecoense - SC,0,0
2019,São Paulo - SP,Grêmio - RS,0,0
2019,Atlético - PR,Ceará - CE,1,0
2019,Bahia - BA,CSA,1,0
2019,Internacional - RS,Botafogo - RJ,3,2
2019,Chapecoense - SC,Santos - SP,0,1
2019,Corinthians - SP,Atlético - MG,1,0
2019,Cruzeiro - MG,Vasco da Gama - RJ,1,0
2019,Flamengo - RJ,Palmeiras - SP,3,0
2019,Fortaleza,Goiás - GO,2,0
2019,Fluminense - RJ,Avaí - SC,0,1
2019,Corinthians - SP,Ceará - CE,2,2
2019,Vasco da Gama - RJ,Bahia - BA,0,2
2019,Avaí - SC,Flamengo - RJ,0,3
2019,Fortaleza,Fluminense - RJ,0,1
2019,Internacional - RS,São Paulo - SP,1,0
2019,Goiás - GO,Palmeiras - SP,1,2
2019,Santos - SP,Atlético - PR,1,1
2019,Botafogo - RJ,Atlético - MG,2,1
2019,CSA,Chapecoense - SC,2,0
2019,Cruzeiro - MG,Grêmio - RS,1,4
2019,Palmeiras - SP,Fluminense - RJ,3,0
2019,Ceará - CE,Botafogo - RJ,0,0
2019,Flamengo - RJ,Santos - SP,1,0
2019,Palmeiras - SP,Cruzeiro - MG,1,0
2019,Chapecoense - SC,Vasco da Gama - RJ,1,2
2019,São Paulo - SP,CSA,1,1
2019,Bahia - BA,Fortaleza,1,1
2019,Atlético - PR,Avaí - SC,0,1
2019,Fluminense - RJ,Corinthians - SP,1,0
2019,Grêmio - RS,Goiás - GO,3,0
2019,Atlético - MG,Internacional - RS,1,3
2019,Corinthians - SP,Bahia - BA,2,1
2019,Cruzeiro - MG,Flamengo - RJ,1,2
2019,Santos - SP,Grêmio - RS,0,3
2019,Botafogo - RJ,São Paulo - SP,1,2
2019,Vasco da Gama - RJ,Atlético - PR,1,1
2019,CSA,Ceará - CE,1,0
2019,Goiás - GO,Fluminense - RJ,3,0
2019,Internacional - RS,Chapecoense - SC,1,0
2019,Fortaleza,Palmeiras - SP,0,1
2019,Avaí - SC,Atlético - MG,1,0
2019,Ceará - CE,Cruzeiro - MG,0,0
2019,Bahia - BA,Botafogo - RJ,2,0
2019,Flamengo - RJ,Internacional - RS,3,1
2019,São Paulo - SP,Goiás - GO,0,1
2019,Fluminense - RJ,Santos - SP,1,1
2019,Atlético - PR,Fortaleza,4,1
2019,Grêmio - RS,Avaí - SC,6,1
2019,Palmeiras - SP,CSA,6,2
2019,Flamengo - RJ,São Paulo - SP,0,0
2019,Atlético - PR,Chapecoense - SC,1,1
2019,Internacional - RS,Palmeiras - SP,1,1
2019,Atlético - MG,Ceará - CE,2,1
2019,Corinthians - SP,Vasco da Gama - RJ,1,0
2019,Fluminense - RJ,Grêmio - RS,2,1
2019,Santos - SP,CSA,2,0
2019,Avaí - SC,Bahia - BA,0,2
2019,Fortaleza,Botafogo - RJ,1,0
2019,Goiás - GO,Cruzeiro - MG,1,0
2019,Chapecoense - SC,Corinthians - SP,0,1
2019,Atlético - MG,Vasco da Gama - RJ,1,2
2019,Grêmio - RS,Corinthians - SP,0,0
2019,Cruzeiro - MG,Internacional - RS,1,1
2019,Bahia - BA,Atlético - PR,1,2
2019,Vasco da Gama - RJ,Santos - SP,0,1
2019,São Paulo - SP,Fortaleza,2,1
2019,Palmeiras - SP,Atlético - MG,1,1
2019,CSA,Avaí - SC,3,1
2019,Chapecoense - SC,Flamengo - RJ,0,1
2019,Botafogo - RJ,Fluminense - RJ,0,1
2019,Ceará - CE,Goiás - GO,0,1
2019,Cruzeiro - MG,Fluminense - RJ,0,0
2019,Bahia - BA,São Paulo - SP,0,0
2019,Botafogo - RJ,Goiás - GO,3,1
2019,CSA,Internacional - RS,1,0
2019,Fortaleza,Chapecoense - SC,2,0
2019,Grêmio - RS,Ceará - CE,2,1
2019,Santos - SP,Palmeiras - SP,2,0
2019,Corinthians - SP,Atlético - PR,2,2
2019,Avaí - SC,Vasco da Gama - RJ,0,0
2019,Flamengo - RJ,Atlético - MG,3,1
2019,Fluminense - RJ,Bahia - BA,2,0
2019,Goiás - GO,CSA,1,0
2019,Palmeiras - SP,Botafogo - RJ,1,0
2019,Chapecoense - SC,Cruzeiro - MG,1,1
2019,Internacional - RS,Santos - SP,0,0
2019,Ceará - CE,Avaí - SC,1,0
2019,Atlético - PR,Flamengo - RJ,0,2
2019,Atlético - MG,Grêmio - RS,1,4
2019,São Paulo - SP,Corinthians - SP,1,0
2019,Vasco da Gama - RJ,Fortaleza,1,0
2019,CSA,Atlético - MG,2,2
2019,Goiás - GO,Corinthians - SP,2,2
2019,Grêmio - RS,Bahia - BA,0,1
2019,Cruzeiro - MG,São Paulo - SP,1,0
2019,Fortaleza,Flamengo - RJ,1,2
2019,Palmeiras - SP,Chapecoense - SC,1,0
2019,Vasco da Gama - RJ,Botafogo - RJ,2,1
2019,Fluminense - RJ,Atlético - PR,1,2
2019,Avaí - SC,Internacional - RS,0,2
2019,Santos - SP,Ceará - CE,2,1
2019,Corinthians - SP,Cruzeiro - MG,1,2
2019,Fortaleza,Grêmio - RS,2,1
2019,Chapecoense - SC,Goiás - GO,2,2
2019,Atlético - PR,Palmeiras - SP,1,1
2019,Atlético - MG,Santos - SP,2,0
2019,Flamengo - RJ,Fluminense - RJ,2,0
2019,São Paulo - SP,Avaí - SC,1,0
2019,Internacional - RS,Vasco da Gama - RJ,0,1
2019,Botafogo - RJ,CSA,2,1
2019,Bahia - BA,Ceará - CE,1,2
2019,Fluminense - RJ,Chapecoense - SC,1,1
2019,Cruzeiro - MG,Fortaleza,1,1
2019,Corinthians - SP,Santos - SP,0,0
2019,Ceará - CE,Vasco da Gama - RJ,1,1
2019,Bahia - BA,Internacional - RS,2,3
2019,Atlético - PR,Goiás - GO,4,1
2019,Flamengo - RJ,CSA,1,0
2019,Grêmio - RS,Botafogo - RJ,3,0
2019,Avaí - SC,Palmeiras - SP,1,2
2019,São Paulo - SP,Atlético - MG,2,0
2019,Ceará - CE,Fluminense - RJ,2,0
2019,Atlético - MG,Chapecoense - SC,0,2
2019,CSA,Corinthians - SP,2,1
2019,Avaí - SC,Fortaleza,1,3
2019,Vasco da Gama - RJ,Grêmio - RS,1,3
2019,Palmeiras - SP,São Paulo - SP,3,0
2019,Internacional - RS,Atlético - PR,1,1
2019,Goiás - GO,Flamengo - RJ,2,2
2019,Botafogo - RJ,Cruzeiro - MG,0,2
2019,Santos - SP,Bahia - BA,1,0
2019,Fortaleza,Atlético - MG,2,2
2019,Fluminense - RJ,Vasco da Gama - RJ,0,0
2019,Palmeiras - SP,Ceará - CE,1,0
2019,Chapecoense - SC,São Paulo - SP,0,3
2019,Cruzeiro - MG,Bahia - BA,1,1
2019,Atlético - PR,CSA,1,0
2019,Flamengo - RJ,Corinthians - SP,4,1
2019,Goiás - GO,Avaí - SC,2,0
2019,Grêmio - RS,Internacional - RS,2,0
2019,Santos - SP,Botafogo - RJ,4,1
2019,Bahia - BA,Chapecoense - SC,1,1
2019,Atlético - PR,Cruzeiro - MG,0,0
2019,Atlético - MG,Goiás - GO,2,0
2019,Corinthians - SP,Fortaleza,3,2
2019,Vasco da Gama - RJ,Palmeiras - SP,1,2
2019,Avaí - SC,Santos - SP,1,2
2019,Ceará - CE,Internacional - RS,2,0
2019,Botafogo - RJ,Flamengo - RJ,0,1
2019,São Paulo - SP,Fluminense - RJ,0,2
2019,Grêmio - RS,CSA,2,1
2019,Palmeiras - SP,Corinthians - SP,1,1
2019,Goiás - GO,Santos - SP,0,3
2019,Cruzeiro - MG,Atlético - MG,0,0
2019,São Paulo - SP,Atlético - PR,0,1
2019,Flamengo - RJ,Bahia - BA,3,1
2019,Fortaleza,Ceará - CE,1,0
2019,Chapecoense - SC,Grêmio - RS,0,1
2019,Internacional - RS,Fluminense - RJ,2,1
2019,CSA,Vasco da Gama - RJ,0,3
2019,Botafogo - RJ,Avaí - SC,2,0
2019,Flamengo - RJ,Vasco da Gama - RJ,4,4
2019,Fluminense - RJ,Atlético - MG,1,1
2019,Santos - SP,São Paulo - SP,1,1
2019,Corinthians - SP,Internacional - RS,0,0
2019,Bahia - BA,Palmeiras - SP,1,1
2019,Atlético - PR,Botafogo - RJ,1,0
2019,Chapecoense - SC,Ceará - CE,1,0
2019,Grêmio - RS,Flamengo - RJ,0,1
2019,Fortaleza,CSA,3,0
2019,Cruzeiro - MG,Avaí - SC,0,0
2019,Vasco da Gama - RJ,Goiás - GO,1,1
2019,Santos - SP,Cruzeiro - MG,4,1
2019,Internacional - RS,Fortaleza,2,2
2019,Ceará - CE,São Paulo - SP,1,1
2019,Atlético - MG,Atlético - PR,0,1
2019,Botafogo - RJ,Corinthians - SP,1,0
2019,Avaí - SC,Chapecoense - SC,0,1
2019,Goiás - GO,Bahia - BA,4,3
2019,Palmeiras - SP,Grêmio - RS,1,2
2019,CSA,Fluminense - RJ,0,1
2019,Bahia - BA,Atlético - MG,1,1
2019,Atlético - PR,Grêmio - RS,2,0
2019,Chapecoense - SC,Botafogo - RJ,0,1
2019,Corinthians - SP,Avaí - SC,3,0
2019,Flamengo - RJ,Ceará - CE,4,1
2019,Internacional - RS,Goiás - GO,1,2
2019,Cruzeiro - MG,CSA,0,1
2019,Fluminense - RJ,Palmeiras - SP,1,0
2019,Fortaleza,Santos - SP,2,1
2019,São Paulo - SP,Vasco da Gama - RJ,1,0
2019,Ceará - CE,Atlético - PR,1,1
2019,Botafogo - RJ,Internacional - RS,0,1
2019,Avaí - SC,Fluminense - RJ,1,1
2019,Atlético - MG,Corinthians - SP,2,1
2019,CSA,Bahia - BA,1,2
2019,Palmeiras - SP,Flamengo - RJ,1,3
2019,Goiás - GO,Fortaleza,1,2
2019,Grêmio - RS,São Paulo - SP,3,0
2019,Santos - SP,Chapecoense - SC,2,0
2019,Vasco da Gama - RJ,Cruzeiro - MG,1,0
2019,Fluminense - RJ,Fortaleza,0,0
2019,Atlético - PR,Santos - SP,1,0
2019,Atlético - MG,Botafogo - RJ,2,0
2019,Chapecoense - SC,CSA,3,0
2019,Ceará - CE,Corinthians - SP,0,1
2019,São Paulo - SP,Internacional - RS,2,1
2019,Bahia - BA,Vasco da Gama - RJ,1,1
2019,Flamengo - RJ,Avaí - SC,6,1
2019,Grêmio - RS,Cruzeiro - MG,2,0
2019,Palmeiras - SP,Goiás - GO,5,1
2019,Avaí - SC,Atlético - PR,0,0
2019,Botafogo - RJ,Ceará - CE,1,1
2019,Vasco da Gama - RJ,Chapecoense - SC,1,1
2019,Corinthians - SP,Fluminense - RJ,1,2
2019,Fortaleza,Bahia - BA,2,1
2019,Goiás - GO,Grêmio - RS,3,2
2019,Internacional - RS,Atlético - MG,2,1
2019,Cruzeiro - MG,Palmeiras - SP,0,2
2019,Santos - SP,Flamengo - RJ,4,0
